Municipio;Mes;Leitos_Existentes;Leitos_SUS;UTI_Existente;UTI_SUS
COLOMBIA;01/2024;20;20;0;0
COLOMBIA;02/2024;20;20;0;0
COLOMBIA;03/2024;20;20;0;0
COLOMBIA;04/2024;20;20;0;0
COLOMBIA;05/2024;20;20;0;0
COLOMBIA;06/2024;20;20;0;0
COLOMBIA;07/2024;20;20;0;0
COLOMBIA;08/2024;20;20;0;0
COLOMBIA;09/2024;20;20;0;0
COLOMBIA;10/2024;20;20;0;0
COLOMBIA;11/2024;20;20;0;0
COLOMBIA;12/2024;20;20;0;0
CONCHAL;01/2024;52;40;0;0
CONCHAL;02/2024;52;40;0;0
CONCHAL;03/2024;52;40;0;0
CONCHAL;04/2024;52;40;0;0
CONCHAL;05/2024;52;40;0;0
CONCHAL;06/2024;50;40;0;0
CONCHAL;07/2024;50;40;0;0
CONCHAL;08/2024;50;40;0;0
CONCHAL;09/2024;50;40;0;0
CONCHAL;10/2024;50;40;0;0
CONCHAL;11/2024;50;40;0;0
CONCHAL;12/2024;50;40;0;0
CONCHAS;01/2024;15;14;0;0
CONCHAS;02/2024;15;14;0;0
CONCHAS;03/2024;15;14;0;0
CONCHAS;04/2024;15;14;0;0
CONCHAS;05/2024;15;14;0;0
CONCHAS;06/2024;15;14;0;0
CONCHAS;07/2024;15;14;0;0
CONCHAS;08/2024;15;14;0;0
CONCHAS;09/2024;15;14;0;0
CONCHAS;10/2024;15;14;0;0
CONCHAS;11/2024;15;14;0;0
CONCHAS;12/2024;15;14;0;0
CORONEL MACEDO;01/2024;2;2;0;0
CORONEL MACEDO;02/2024;2;2;0;0
CORONEL MACEDO;03/2024;2;2;0;0
CORONEL MACEDO;04/2024;2;2;0;0
CORONEL MACEDO;05/2024;2;2;0;0
CORONEL MACEDO;06/2024;2;2;0;0
CORONEL MACEDO;07/2024;2;2;0;0
CORONEL MACEDO;08/2024;2;2;0;0
CORONEL MACEDO;09/2024;2;2;0;0
CORONEL MACEDO;10/2024;2;2;0;0
CORONEL MACEDO;11/2024;2;2;0;0
CORONEL MACEDO;12/2024;2;2;0;0
CORUMBATAI;01/2024;2;2;0;0
CORUMBATAI;02/2024;2;2;0;0
CORUMBATAI;03/2024;2;2;0;0
CORUMBATAI;04/2024;2;2;0;0
CORUMBATAI;05/2024;2;2;0;0
CORUMBATAI;06/2024;2;2;0;0
CORUMBATAI;07/2024;2;2;0;0
CORUMBATAI;08/2024;2;2;0;0
CORUMBATAI;09/2024;2;2;0;0
CORUMBATAI;10/2024;2;2;0;0
CORUMBATAI;11/2024;2;2;0;0
CORUMBATAI;12/2024;2;2;0;0
COSMOPOLIS;01/2024;81;43;10;5
COSMOPOLIS;02/2024;81;43;10;5
COSMOPOLIS;03/2024;81;43;10;5
COSMOPOLIS;04/2024;81;43;10;5
COSMOPOLIS;05/2024;81;49;10;5
COSMOPOLIS;06/2024;81;49;10;5
COSMOPOLIS;07/2024;81;49;10;5
COSMOPOLIS;08/2024;81;49;10;5
COSMOPOLIS;09/2024;81;49;10;5
COSMOPOLIS;10/2024;81;49;10;5
COSMOPOLIS;11/2024;81;49;10;5
COSMOPOLIS;12/2024;81;49;10;5
COTIA;01/2024;653;165;92;26
COTIA;02/2024;653;165;92;26
COTIA;03/2024;689;165;93;26
COTIA;04/2024;689;165;93;26
COTIA;05/2024;689;165;93;26
COTIA;06/2024;689;165;93;26
COTIA;07/2024;689;165;93;26
COTIA;08/2024;517;165;93;26
COTIA;09/2024;517;165;93;26
COTIA;10/2024;517;165;93;26
COTIA;11/2024;558;165;93;26
COTIA;12/2024;558;165;93;26
CRAVINHOS;01/2024;15;13;0;0
CRAVINHOS;02/2024;15;13;0;0
CRAVINHOS;03/2024;15;13;0;0
CRAVINHOS;04/2024;15;13;0;0
CRAVINHOS;05/2024;15;13;0;0
CRAVINHOS;06/2024;15;13;0;0
CRAVINHOS;07/2024;15;13;0;0
CRAVINHOS;08/2024;15;13;0;0
CRAVINHOS;09/2024;15;13;0;0
CRAVINHOS;10/2024;15;13;0;0
CRAVINHOS;11/2024;15;13;0;0
CRAVINHOS;12/2024;15;13;0;0
CRUZEIRO;01/2024;135;101;20;18
CRUZEIRO;02/2024;135;101;20;18
CRUZEIRO;03/2024;135;101;20;18
CRUZEIRO;04/2024;135;101;20;18
CRUZEIRO;05/2024;135;101;20;18
CRUZEIRO;06/2024;135;101;20;18
CRUZEIRO;07/2024;135;101;20;18
CRUZEIRO;08/2024;135;101;20;18
CRUZEIRO;09/2024;135;101;20;18
CRUZEIRO;10/2024;135;101;20;18
CRUZEIRO;11/2024;135;101;20;18
CRUZEIRO;12/2024;135;101;20;18
CUBATAO;01/2024;151;151;18;18
CUBATAO;02/2024;151;151;18;18
CUBATAO;03/2024;151;151;18;18
CUBATAO;04/2024;151;151;18;18
CUBATAO;05/2024;151;151;18;18
CUBATAO;06/2024;151;151;18;18
CUBATAO;07/2024;138;138;18;18
CUBATAO;08/2024;138;138;18;18
CUBATAO;09/2024;138;138;18;18
CUBATAO;10/2024;138;138;18;18
CUBATAO;11/2024;159;151;18;18
CUBATAO;12/2024;146;138;18;18
CUNHA;01/2024;40;25;0;0
CUNHA;02/2024;40;25;0;0
CUNHA;03/2024;40;25;0;0
CUNHA;04/2024;40;25;0;0
CUNHA;05/2024;40;25;0;0
CUNHA;06/2024;40;25;0;0
CUNHA;07/2024;40;25;0;0
CUNHA;08/2024;40;25;0;0
CUNHA;09/2024;40;25;0;0
CUNHA;10/2024;40;25;0;0
CUNHA;11/2024;40;25;0;0
CUNHA;12/2024;40;25;0;0
DESCALVADO;01/2024;40;25;0;0
DESCALVADO;02/2024;40;25;0;0
DESCALVADO;03/2024;40;25;0;0
DESCALVADO;04/2024;40;25;0;0
DESCALVADO;05/2024;40;25;0;0
DESCALVADO;06/2024;40;25;0;0
DESCALVADO;07/2024;40;25;0;0
DESCALVADO;08/2024;40;25;0;0
DESCALVADO;09/2024;40;25;0;0
DESCALVADO;10/2024;40;25;0;0
DESCALVADO;11/2024;40;25;0;0
DESCALVADO;12/2024;40;25;0;0
DIADEMA;01/2024;657;597;91;70
DIADEMA;02/2024;657;597;91;70
DIADEMA;03/2024;657;597;91;70
DIADEMA;04/2024;604;544;91;70
DIADEMA;05/2024;626;566;91;70
DIADEMA;06/2024;626;566;91;70
DIADEMA;07/2024;626;566;91;70
DIADEMA;08/2024;633;573;91;70
DIADEMA;09/2024;572;512;91;70
DIADEMA;10/2024;558;498;91;70
DIADEMA;11/2024;558;498;91;70
DIADEMA;12/2024;558;498;91;70
DIVINOLANDIA;01/2024;186;186;0;0
DIVINOLANDIA;02/2024;186;186;0;0
DIVINOLANDIA;03/2024;186;186;0;0
DIVINOLANDIA;04/2024;186;186;0;0
DIVINOLANDIA;05/2024;186;186;0;0
DIVINOLANDIA;06/2024;186;186;0;0
DIVINOLANDIA;07/2024;186;186;0;0
DIVINOLANDIA;08/2024;186;186;0;0
DIVINOLANDIA;09/2024;186;186;0;0
DIVINOLANDIA;10/2024;186;186;0;0
DIVINOLANDIA;11/2024;186;186;0;0
DIVINOLANDIA;12/2024;186;186;0;0
DOIS CORREGOS;01/2024;67;47;0;0
DOIS CORREGOS;02/2024;67;47;0;0
DOIS CORREGOS;03/2024;67;47;0;0
DOIS CORREGOS;04/2024;67;47;0;0
DOIS CORREGOS;05/2024;67;47;0;0
DOIS CORREGOS;06/2024;67;47;0;0
DOIS CORREGOS;07/2024;67;47;0;0
DOIS CORREGOS;08/2024;67;47;0;0
DOIS CORREGOS;09/2024;67;47;0;0
DOIS CORREGOS;10/2024;67;47;0;0
DOIS CORREGOS;11/2024;67;47;0;0
DOIS CORREGOS;12/2024;67;47;0;0
DOURADO;01/2024;18;18;0;0
DOURADO;02/2024;18;18;0;0
DOURADO;03/2024;18;18;0;0
DOURADO;04/2024;12;12;0;0
DOURADO;05/2024;12;12;0;0
DOURADO;06/2024;12;12;0;0
DOURADO;07/2024;12;12;0;0
DOURADO;08/2024;12;12;0;0
DOURADO;09/2024;12;12;0;0
DOURADO;10/2024;12;12;0;0
DOURADO;11/2024;12;12;0;0
DOURADO;12/2024;12;12;0;0
DRACENA;01/2024;163;128;20;20
DRACENA;02/2024;163;128;20;20
DRACENA;03/2024;163;128;20;20
DRACENA;04/2024;163;128;20;20
DRACENA;05/2024;163;128;20;20
DRACENA;06/2024;163;128;20;20
DRACENA;07/2024;163;128;20;20
DRACENA;08/2024;163;128;20;20
DRACENA;09/2024;163;128;20;20
DRACENA;10/2024;163;128;20;20
DRACENA;11/2024;163;128;20;20
DRACENA;12/2024;163;128;20;20
DUARTINA;01/2024;87;77;0;0
DUARTINA;02/2024;87;77;0;0
DUARTINA;03/2024;87;77;0;0
DUARTINA;04/2024;87;77;0;0
DUARTINA;05/2024;87;77;0;0
DUARTINA;06/2024;87;77;0;0
DUARTINA;07/2024;87;77;0;0
DUARTINA;08/2024;87;77;0;0
DUARTINA;09/2024;87;77;0;0
DUARTINA;10/2024;87;77;0;0
DUARTINA;11/2024;87;77;0;0
DUARTINA;12/2024;87;77;0;0
ELDORADO;01/2024;2;2;0;0
ELDORADO;02/2024;2;2;0;0
ELDORADO;03/2024;2;2;0;0
ELDORADO;04/2024;2;2;0;0
ELDORADO;05/2024;2;2;0;0
ELDORADO;06/2024;2;2;0;0
ELDORADO;07/2024;2;2;0;0
ELDORADO;08/2024;2;2;0;0
ELDORADO;09/2024;2;2;0;0
ELDORADO;10/2024;2;2;0;0
ELDORADO;11/2024;2;2;0;0
ELDORADO;12/2024;2;2;0;0
ELIAS FAUSTO;01/2024;6;6;0;0
ELIAS FAUSTO;02/2024;6;6;0;0
ELIAS FAUSTO;03/2024;6;6;0;0
ELIAS FAUSTO;04/2024;6;6;0;0
ELIAS FAUSTO;05/2024;6;6;0;0
ELIAS FAUSTO;06/2024;6;6;0;0
ELIAS FAUSTO;07/2024;6;6;0;0
ELIAS FAUSTO;08/2024;6;6;0;0
ELIAS FAUSTO;09/2024;6;6;0;0
ELIAS FAUSTO;10/2024;6;6;0;0
ELIAS FAUSTO;11/2024;6;6;0;0
ELIAS FAUSTO;12/2024;6;6;0;0
EMBU DAS ARTES;01/2024;249;99;10;10
EMBU DAS ARTES;02/2024;249;99;10;10
EMBU DAS ARTES;03/2024;249;99;10;10
EMBU DAS ARTES;04/2024;249;99;10;10
EMBU DAS ARTES;05/2024;249;99;10;10
EMBU DAS ARTES;06/2024;249;99;10;10
EMBU DAS ARTES;07/2024;249;99;10;10
EMBU DAS ARTES;08/2024;249;99;10;10
EMBU DAS ARTES;09/2024;264;99;10;10
EMBU DAS ARTES;10/2024;264;99;10;10
EMBU DAS ARTES;11/2024;114;99;10;10
EMBU DAS ARTES;12/2024;109;99;10;10
EMBU-GUACU;01/2024;15;15;0;0
EMBU-GUACU;02/2024;15;15;0;0
EMBU-GUACU;03/2024;15;15;0;0
EMBU-GUACU;04/2024;15;15;0;0
EMBU-GUACU;05/2024;15;15;0;0
EMBU-GUACU;06/2024;15;15;0;0
EMBU-GUACU;07/2024;15;15;0;0
EMBU-GUACU;08/2024;15;15;0;0
EMBU-GUACU;09/2024;15;15;0;0
EMBU-GUACU;10/2024;15;15;0;0
EMBU-GUACU;11/2024;15;15;0;0
EMBU-GUACU;12/2024;15;15;0;0
ESPIRITO SANTO DO PINHAL;01/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;02/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;03/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;04/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;05/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;06/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;07/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;08/2024;425;346;10;10
ESPIRITO SANTO DO PINHAL;09/2024;413;334;10;10
ESPIRITO SANTO DO PINHAL;10/2024;706;627;10;10
ESPIRITO SANTO DO PINHAL;11/2024;706;627;10;10
ESPIRITO SANTO DO PINHAL;12/2024;706;627;10;10
ESTRELA D'OESTE;01/2024;51;45;0;0
ESTRELA D'OESTE;02/2024;51;45;0;0
ESTRELA D'OESTE;03/2024;51;45;0;0
ESTRELA D'OESTE;04/2024;51;45;0;0
ESTRELA D'OESTE;05/2024;51;45;0;0
ESTRELA D'OESTE;06/2024;51;45;0;0
ESTRELA D'OESTE;07/2024;51;45;0;0
ESTRELA D'OESTE;08/2024;51;12;0;0
ESTRELA D'OESTE;09/2024;51;12;0;0
ESTRELA D'OESTE;10/2024;51;12;0;0
ESTRELA D'OESTE;11/2024;51;12;0;0
ESTRELA D'OESTE;12/2024;51;12;0;0
FARTURA;01/2024;20;12;0;0
FARTURA;02/2024;20;12;0;0
FARTURA;03/2024;20;12;0;0
FARTURA;04/2024;20;12;0;0
FARTURA;05/2024;20;12;0;0
FARTURA;06/2024;20;12;0;0
FARTURA;07/2024;20;12;0;0
FARTURA;08/2024;20;12;0;0
FARTURA;09/2024;20;12;0;0
FARTURA;10/2024;20;12;0;0
FARTURA;11/2024;20;12;0;0
FARTURA;12/2024;20;12;0;0
FERNANDOPOLIS;01/2024;140;93;10;9
FERNANDOPOLIS;02/2024;140;93;10;9
FERNANDOPOLIS;03/2024;140;93;10;9
FERNANDOPOLIS;04/2024;140;93;10;9
FERNANDOPOLIS;05/2024;140;93;10;9
FERNANDOPOLIS;06/2024;140;93;10;9
FERNANDOPOLIS;07/2024;140;93;10;9
FERNANDOPOLIS;08/2024;140;93;10;9
FERNANDOPOLIS;09/2024;140;93;10;9
FERNANDOPOLIS;10/2024;140;93;10;9
FERNANDOPOLIS;11/2024;140;93;10;9
FERNANDOPOLIS;12/2024;140;93;10;9
FERRAZ DE VASCONCELOS;01/2024;266;236;43;30
FERRAZ DE VASCONCELOS;02/2024;266;236;43;30
FERRAZ DE VASCONCELOS;03/2024;266;236;43;30
FERRAZ DE VASCONCELOS;04/2024;266;236;43;30
FERRAZ DE VASCONCELOS;05/2024;266;236;43;30
FERRAZ DE VASCONCELOS;06/2024;266;236;43;30
FERRAZ DE VASCONCELOS;07/2024;266;236;43;30
FERRAZ DE VASCONCELOS;08/2024;266;236;43;30
FERRAZ DE VASCONCELOS;09/2024;266;236;43;30
FERRAZ DE VASCONCELOS;10/2024;266;236;43;30
FERRAZ DE VASCONCELOS;11/2024;266;236;43;30
FERRAZ DE VASCONCELOS;12/2024;266;236;43;30
FLORIDA PAULISTA;01/2024;47;30;0;0
FLORIDA PAULISTA;02/2024;47;30;0;0
FLORIDA PAULISTA;03/2024;47;30;0;0
FLORIDA PAULISTA;04/2024;47;30;0;0
FLORIDA PAULISTA;05/2024;47;30;0;0
FLORIDA PAULISTA;06/2024;47;30;0;0
FLORIDA PAULISTA;07/2024;47;30;0;0
FLORIDA PAULISTA;08/2024;47;30;0;0
FLORIDA PAULISTA;09/2024;47;30;0;0
FLORIDA PAULISTA;10/2024;47;30;0;0
FLORIDA PAULISTA;11/2024;47;30;0;0
FLORIDA PAULISTA;12/2024;47;30;0;0
FRANCA;01/2024;644;441;83;57
FRANCA;02/2024;644;441;83;57
FRANCA;03/2024;644;441;83;57
FRANCA;04/2024;644;441;83;57
FRANCA;05/2024;655;441;66;57
FRANCA;06/2024;655;441;66;57
FRANCA;07/2024;655;441;66;57
FRANCA;08/2024;655;441;66;57
FRANCA;09/2024;676;449;66;57
FRANCA;10/2024;682;449;71;57
FRANCA;11/2024;682;449;71;57
FRANCA;12/2024;682;449;71;57
FRANCISCO MORATO;01/2024;235;215;49;29
FRANCISCO MORATO;02/2024;235;215;49;29
FRANCISCO MORATO;03/2024;224;204;49;29
FRANCISCO MORATO;04/2024;224;204;49;29
FRANCISCO MORATO;05/2024;224;204;49;29
FRANCISCO MORATO;06/2024;224;204;49;29
FRANCISCO MORATO;07/2024;224;204;49;29
FRANCISCO MORATO;08/2024;224;204;49;29
FRANCISCO MORATO;09/2024;224;204;49;29
FRANCISCO MORATO;10/2024;224;204;49;29
FRANCISCO MORATO;11/2024;224;204;49;29
FRANCISCO MORATO;12/2024;224;204;49;29
FRANCO DA ROCHA;01/2024;282;203;44;20
FRANCO DA ROCHA;02/2024;282;203;44;20
FRANCO DA ROCHA;03/2024;282;203;44;20
FRANCO DA ROCHA;04/2024;282;203;44;20
FRANCO DA ROCHA;05/2024;282;203;44;20
FRANCO DA ROCHA;06/2024;282;203;44;20
FRANCO DA ROCHA;07/2024;279;200;44;20
FRANCO DA ROCHA;08/2024;279;200;44;20
FRANCO DA ROCHA;09/2024;279;200;44;20
FRANCO DA ROCHA;10/2024;279;200;44;20
FRANCO DA ROCHA;11/2024;279;200;44;20
FRANCO DA ROCHA;12/2024;279;200;44;20
GALIA;01/2024;45;27;0;0
GALIA;02/2024;45;27;0;0
GALIA;03/2024;45;27;0;0
GALIA;04/2024;45;27;0;0
GALIA;05/2024;45;27;0;0
GALIA;06/2024;45;27;0;0
GALIA;07/2024;45;27;0;0
GALIA;08/2024;45;27;0;0
GALIA;09/2024;45;27;0;0
GALIA;10/2024;45;27;0;0
GALIA;11/2024;45;27;0;0
GALIA;12/2024;45;27;0;0
GARCA;01/2024;271;244;10;10
GARCA;02/2024;271;244;10;10
GARCA;03/2024;271;244;10;10
GARCA;04/2024;271;244;10;10
GARCA;05/2024;271;244;10;10
GARCA;06/2024;271;244;10;10
GARCA;07/2024;271;244;10;10
GARCA;08/2024;271;225;10;10
GARCA;09/2024;271;225;10;10
GARCA;10/2024;271;225;10;10
GARCA;11/2024;271;225;10;10
GARCA;12/2024;271;225;10;10
GENERAL SALGADO;01/2024;28;19;0;0
GENERAL SALGADO;02/2024;28;19;0;0
GENERAL SALGADO;03/2024;28;19;0;0
GENERAL SALGADO;04/2024;28;19;0;0
GENERAL SALGADO;05/2024;28;19;0;0
GENERAL SALGADO;06/2024;28;19;0;0
GENERAL SALGADO;07/2024;28;19;0;0
GENERAL SALGADO;08/2024;28;19;0;0
GENERAL SALGADO;09/2024;28;19;0;0
GENERAL SALGADO;10/2024;28;19;0;0
GENERAL SALGADO;11/2024;28;19;0;0
GENERAL SALGADO;12/2024;28;19;0;0
GETULINA;01/2024;38;36;0;0
GETULINA;02/2024;38;36;0;0
GETULINA;03/2024;38;36;0;0
GETULINA;04/2024;38;36;0;0
GETULINA;05/2024;38;36;0;0
GETULINA;06/2024;38;36;0;0
GETULINA;07/2024;38;36;0;0
GETULINA;08/2024;38;36;0;0
GETULINA;09/2024;38;36;0;0
GETULINA;10/2024;38;36;0;0
GETULINA;11/2024;38;36;0;0
GETULINA;12/2024;38;36;0;0
GUAIRA;01/2024;81;63;10;10
GUAIRA;02/2024;81;63;10;10
GUAIRA;03/2024;81;63;10;10
GUAIRA;04/2024;61;48;10;10
GUAIRA;05/2024;61;48;10;10
GUAIRA;06/2024;61;48;10;10
GUAIRA;07/2024;61;48;10;10
GUAIRA;08/2024;61;48;10;10
GUAIRA;09/2024;61;48;10;10
GUAIRA;10/2024;61;48;10;10
GUAIRA;11/2024;61;48;10;10
GUAIRA;12/2024;61;48;10;10
GUAPIARA;07/2024;12;12;0;0
GUAPIARA;08/2024;12;12;0;0
GUAPIARA;09/2024;12;12;0;0
GUAPIARA;10/2024;12;12;0;0
GUAPIARA;11/2024;12;12;0;0
GUAPIARA;12/2024;12;12;0;0
GUARA;01/2024;60;52;0;0
GUARA;02/2024;50;46;0;0
GUARA;03/2024;50;46;0;0
GUARA;04/2024;50;46;0;0
GUARA;05/2024;50;46;0;0
GUARA;06/2024;50;46;0;0
GUARA;07/2024;50;46;0;0
GUARA;08/2024;50;46;0;0
GUARA;09/2024;50;46;0;0
GUARA;10/2024;50;46;0;0
GUARA;11/2024;50;46;0;0
GUARA;12/2024;50;46;0;0
GUARACAI;01/2024;23;15;0;0
GUARACAI;02/2024;23;15;0;0
GUARACAI;03/2024;23;15;0;0
GUARACAI;04/2024;23;15;0;0
GUARACAI;05/2024;23;15;0;0
GUARACAI;06/2024;23;15;0;0
GUARACAI;07/2024;23;15;0;0
GUARACAI;08/2024;23;15;0;0
GUARACAI;09/2024;23;15;0;0
GUARACAI;10/2024;23;15;0;0
GUARACAI;11/2024;23;15;0;0
GUARACAI;12/2024;23;15;0;0
GUARARAPES;01/2024;74;48;0;0
GUARARAPES;02/2024;74;48;0;0
GUARARAPES;03/2024;74;48;0;0
GUARARAPES;04/2024;74;48;0;0
GUARARAPES;05/2024;74;48;0;0
GUARARAPES;06/2024;74;48;0;0
GUARARAPES;07/2024;74;48;0;0
GUARARAPES;08/2024;74;48;0;0
GUARARAPES;09/2024;74;48;0;0
GUARARAPES;10/2024;74;48;0;0
GUARARAPES;11/2024;74;48;0;0
GUARARAPES;12/2024;74;48;0;0
GUARAREMA;01/2024;31;29;0;0
GUARAREMA;02/2024;31;29;0;0
GUARAREMA;03/2024;31;29;0;0
GUARAREMA;04/2024;31;29;0;0
GUARAREMA;05/2024;31;29;0;0
GUARAREMA;06/2024;31;29;0;0
GUARAREMA;07/2024;31;29;0;0
GUARAREMA;08/2024;31;29;0;0
GUARAREMA;09/2024;31;29;0;0
GUARAREMA;10/2024;31;29;0;0
GUARAREMA;11/2024;31;29;0;0
GUARAREMA;12/2024;31;29;0;0
GUARATINGUETA;01/2024;359;203;82;40
GUARATINGUETA;02/2024;359;203;82;40
GUARATINGUETA;03/2024;359;203;82;40
GUARATINGUETA;04/2024;359;203;82;40
GUARATINGUETA;05/2024;359;203;82;40
GUARATINGUETA;06/2024;359;203;82;40
GUARATINGUETA;07/2024;359;203;82;40
GUARATINGUETA;08/2024;359;203;82;40
GUARATINGUETA;09/2024;359;203;82;40
GUARATINGUETA;10/2024;359;203;82;40
GUARATINGUETA;11/2024;359;203;82;40
GUARATINGUETA;12/2024;359;203;82;40
GUARIBA;01/2024;61;53;0;0
GUARIBA;02/2024;61;53;0;0
GUARIBA;03/2024;61;53;0;0
GUARIBA;04/2024;61;53;0;0
GUARIBA;05/2024;61;53;0;0
GUARIBA;06/2024;61;53;0;0
GUARIBA;07/2024;61;53;0;0
GUARIBA;08/2024;61;53;0;0
GUARIBA;09/2024;61;53;0;0
GUARIBA;10/2024;61;53;0;0
GUARIBA;11/2024;61;53;0;0
GUARIBA;12/2024;61;53;0;0
GUARUJA;01/2024;543;369;93;62
GUARUJA;02/2024;543;369;93;62
GUARUJA;03/2024;543;369;93;62
GUARUJA;04/2024;543;369;93;62
GUARUJA;05/2024;560;369;94;62
GUARUJA;06/2024;560;369;94;62
GUARUJA;07/2024;560;369;94;62
GUARUJA;08/2024;562;422;94;62
GUARUJA;09/2024;564;428;100;62
GUARUJA;10/2024;564;428;100;62
GUARUJA;11/2024;539;409;88;62
GUARUJA;12/2024;539;409;88;62
GUARULHOS;01/2024;2275;1609;300;150
GUARULHOS;02/2024;2275;1609;300;150
GUARULHOS;03/2024;2275;1609;300;150
GUARULHOS;04/2024;2275;1609;300;150
GUARULHOS;05/2024;2241;1609;292;150
GUARULHOS;06/2024;2238;1619;292;150
GUARULHOS;07/2024;2249;1619;292;150
GUARULHOS;08/2024;2304;1619;311;150
GUARULHOS;09/2024;2304;1619;311;150
GUARULHOS;10/2024;2282;1597;311;150
GUARULHOS;11/2024;2282;1597;311;150
GUARULHOS;12/2024;2306;1597;311;150
HERCULANDIA;01/2024;58;58;0;0
HERCULANDIA;02/2024;58;58;0;0
HERCULANDIA;03/2024;58;58;0;0
HERCULANDIA;04/2024;58;58;0;0
HERCULANDIA;05/2024;58;58;0;0
HERCULANDIA;06/2024;58;58;0;0
HERCULANDIA;07/2024;58;58;0;0
HERCULANDIA;08/2024;58;58;0;0
HERCULANDIA;09/2024;58;58;0;0
HERCULANDIA;10/2024;58;58;0;0
HERCULANDIA;11/2024;58;58;0;0
HERCULANDIA;12/2024;58;58;0;0
HORTOLANDIA;01/2024;98;66;16;10
HORTOLANDIA;02/2024;98;66;16;10
HORTOLANDIA;03/2024;98;66;16;10
HORTOLANDIA;04/2024;98;66;16;10
HORTOLANDIA;05/2024;98;66;16;10
HORTOLANDIA;06/2024;98;66;16;10
HORTOLANDIA;07/2024;98;66;16;10
HORTOLANDIA;08/2024;98;66;16;10
HORTOLANDIA;09/2024;98;66;16;10
HORTOLANDIA;10/2024;98;66;16;10
HORTOLANDIA;11/2024;98;66;16;10
HORTOLANDIA;12/2024;98;66;16;10
IACANGA;01/2024;30;28;0;0
IACANGA;02/2024;30;28;0;0
IACANGA;03/2024;30;28;0;0
IACANGA;04/2024;30;28;0;0
IACANGA;05/2024;30;28;0;0
IACANGA;06/2024;30;28;0;0
IACANGA;07/2024;30;28;0;0
IACANGA;08/2024;30;28;0;0
IACANGA;09/2024;30;28;0;0
IACANGA;10/2024;30;28;0;0
IACANGA;11/2024;30;28;0;0
IACANGA;12/2024;30;28;0;0
IBATE;01/2024;27;27;0;0
IBATE;02/2024;27;27;0;0
IBATE;03/2024;27;27;0;0
IBATE;04/2024;27;27;0;0
IBATE;05/2024;27;27;0;0
IBATE;06/2024;27;27;0;0
IBATE;07/2024;27;27;0;0
IBATE;08/2024;27;27;0;0
IBATE;09/2024;27;27;0;0
IBATE;10/2024;27;27;0;0
IBATE;11/2024;27;27;0;0
IBATE;12/2024;27;27;0;0
IBIRA;01/2024;27;9;0;0
IBIRA;02/2024;27;9;0;0
IBIRA;03/2024;27;9;0;0
IBIRA;04/2024;27;9;0;0
IBIRA;05/2024;27;9;0;0
IBIRA;06/2024;27;9;0;0
IBIRA;07/2024;27;9;0;0
IBIRA;08/2024;27;9;0;0
IBIRA;09/2024;27;9;0;0
IBIRA;10/2024;27;9;0;0
IBIRA;11/2024;27;9;0;0
IBIRA;12/2024;27;9;0;0
IBITINGA;01/2024;114;58;10;9
IBITINGA;02/2024;114;58;10;9
IBITINGA;03/2024;114;58;10;9
IBITINGA;04/2024;119;58;15;9
IBITINGA;05/2024;119;58;15;9
IBITINGA;06/2024;119;58;15;9
IBITINGA;07/2024;114;58;10;9
IBITINGA;08/2024;114;58;10;9
IBITINGA;09/2024;114;58;10;9
IBITINGA;10/2024;114;66;10;9
IBITINGA;11/2024;114;66;10;9
IBITINGA;12/2024;114;66;10;9
IBIUNA;01/2024;201;70;0;0
IBIUNA;02/2024;201;70;0;0
IBIUNA;03/2024;201;70;0;0
IBIUNA;04/2024;201;70;0;0
IBIUNA;05/2024;201;70;0;0
IBIUNA;06/2024;201;70;0;0
IBIUNA;07/2024;201;70;0;0
IBIUNA;08/2024;201;70;0;0
IBIUNA;09/2024;201;70;0;0
IBIUNA;10/2024;201;70;0;0
IBIUNA;11/2024;201;70;0;0
IBIUNA;12/2024;201;70;0;0
IEPE;01/2024;18;18;0;0
IEPE;02/2024;18;18;0;0
IEPE;03/2024;18;18;0;0
IEPE;04/2024;18;18;0;0
IEPE;05/2024;18;18;0;0
IEPE;06/2024;18;18;0;0
IEPE;07/2024;18;18;0;0
IEPE;08/2024;18;18;0;0
IEPE;09/2024;18;18;0;0
IEPE;10/2024;18;18;0;0
IEPE;11/2024;18;18;0;0
IEPE;12/2024;18;18;0;0
IGARAPAVA;01/2024;44;33;0;0
IGARAPAVA;02/2024;44;33;0;0
IGARAPAVA;03/2024;44;33;0;0
IGARAPAVA;04/2024;44;33;0;0
IGARAPAVA;05/2024;44;33;0;0
IGARAPAVA;06/2024;44;33;0;0
IGARAPAVA;07/2024;44;33;0;0
IGARAPAVA;08/2024;44;33;0;0
IGARAPAVA;09/2024;44;33;0;0
IGARAPAVA;10/2024;44;33;0;0
IGARAPAVA;11/2024;44;33;0;0
IGARAPAVA;12/2024;44;33;0;0
IGARATA;01/2024;8;8;0;0
IGARATA;02/2024;8;8;0;0
IGARATA;03/2024;8;8;0;0
IGARATA;04/2024;8;8;0;0
